device_count,initial_eval_loss,initial_eval_top1,initial_eval_top5,invalid_loss_value,max_memory_allocated,final_batch_size,experiment,project,curve_length
1,1.6675364232035533e+31,0.0,18.75,False,9566528000,8,17695002655537046_micro_set2_ACT_410_v1,AFT-MC-00,1
1,3.018843245506287,1.25,21.25,False,604090880,2,82699473024673146_micro_set2_TEX_ALOT_v1,AFT-MC-00,50
1,3.0288561770790503,2.6315789473684212,21.710526315789473,False,8763396096,16,109483860633104040_micro_set1_PNU_v1,AFT-MC-00,50
1,1.5970245029914476e+18,7.5,27.5,False,2960513536,2,197396056095183270_micro_set1_PLT_NET_v1,AFT-MC-00,50
1,3.546118688583374,5.0,27.5,False,10378895872,8,122979204135153440_micro_set0_BCT_v1,AFT-MC-00,50
1,3.00139696598053,3.125,21.875,False,8040162304,4,72816966451427132_micro_set2_ACT_410_v1,AFT-MC-00,50
1,3.268310546875,2.5,21.25,False,2665977856,4,149015392828665879_micro_set2_PRT_v1,AFT-MC-00,50
1,3.378601199388504,7.5,22.5,False,10409619968,4,23053387270779696_micro_set0_CRS_v1,AFT-MC-00,50
1,3.1938692569732665,5.0,26.875,False,1121012224,32,72376701422385554_micro_set2_FNG_v1,AFT-MC-00,50
1,3.14557831287384,4.375,23.125,False,5211442176,8,19734258129757852_micro_set0_BRD_v1,AFT-MC-00,50
1,3.6521016120910645,3.75,20.625,False,1163655168,32,23143236617213288_micro_set1_APL_v1,AFT-MC-00,50
1,2.983203125,8.75,31.875,False,7987722240,32,29603078227857483_micro_set0_TEX_v1,AFT-MC-00,50
1,3.0954975328947367,5.921052631578948,28.94736842105263,False,32110080,4,63418917565243533_micro_set1_PNU_v1,AFT-MC-00,50
1,3.2812032222747805,3.125,21.875,False,3156070912,32,368633007224304038_micro_set0_PLK_v1,AFT-MC-00,50
1,3.28466796875,2.5,18.75,False,10398768128,8,12348726790188193_micro_set1_INS_2_v1,AFT-MC-00,50
1,3.60595703125,6.25,26.25,True,1854335488,4,25840978725710181_micro_set2_PLT_DOC_v1,AFT-MC-00,26
1,3.0244140625,0.0,31.25,False,10105398272,8,9550200732394731_micro_set1_DOG_v1,AFT-MC-00,1
1,3.176953125,8.125,27.5,False,10241283072,16,37265379410557451_micro_set2_ACT_410_v1,AFT-MC-00,50
1,3.005859375,3.125,21.875,False,10014896128,16,111345542427997539_micro_set1_MED_LF_v1,AFT-MC-00,1
1,3.96962890625,5.0,20.0,True,2362693632,8,8939135211798947_micro_set1_MED_LF_v1,AFT-MC-00,26
1,,4.375,25.0,False,7425717248,128,22615576819980619_micro_set1_MED_LF_v1,AFT-MC-00,50
1,3.20400390625,4.375,25.0,True,3513975296,8,11628297655569455_micro_set2_MD_6_v1,AFT-MC-00,9
1,3.11572265625,2.5,26.25,False,10354736640,4,504523272569916813_micro_set0_RESISC_v1,AFT-MC-00,50
1,1.8725704454608479e+31,6.25,30.0,False,9566528000,8,20078517929443908_micro_set0_PLT_VIL_v1,AFT-MC-00,50
1,,4.375,24.375,True,10165138944,4,11227256949817701_micro_set1_ACT_40_v1,AFT-MC-00,1
1,3.0641667544841766,4.375,24.375,False,3129211392,4,108692512098366278_micro_set2_PRT_v1,AFT-MC-00,50
1,2.9919819078947367,6.578947368421052,34.21052631578947,False,101993984,8,7285258310473481_micro_set1_DOG_v1,AFT-MC-00,50
1,3.119140625,3.125,25.0,False,1352673792,128,156146910970975627_micro_set2_PRT_v1,AFT-MC-00,50
1,,3.125,25.0,False,218996224,2,109061831337630247_micro_set0_BRD_v1,AFT-MC-00,50
1,3.3306640625,4.375,25.0,True,3441600000,16,174332253012443575_micro_set2_ACT_410_v1,AFT-MC-00,28
1,3.778125,5.625,24.375,False,395502080,8,8052368685602729_micro_set1_ACT_40_v1,AFT-MC-00,50
1,,5.0,21.25,True,7566069248,8,504808132036521443_micro_set0_PLK_v1,AFT-MC-00,1
1,3.8885982036590576,7.8125,27.34375,False,10197231104,64,27609914670453696_micro_set2_RSD_v1,AFT-MC-00,1
1,3.1757549822330473,4.375,25.625,False,38403584,4,181049026720307402_micro_set1_RSICB_v1,AFT-MC-00,50
1,2.99251127243042,4.375,30.0,False,6253568512,256,14903266149504266_micro_set0_BCT_v1,AFT-MC-00,50
1,3.712939453125,1.25,22.5,False,372136960,4,24673326411918207_micro_set0_FLW_v1,AFT-MC-00,50
1,3.3330078125,0.0,0.0,False,10231993856,4,27362483218605805_micro_set2_TEX_ALOT_v1,AFT-MC-00,1
1,3.69833984375,7.5,27.5,False,759640064,4,77093145589824615_micro_set2_PRT_v1,AFT-MC-00,50
1,,2.5,17.5,False,611611136,2,23388657785331157_micro_set1_APL_v1,AFT-MC-00,50
1,3.0783203125,4.375,29.375,False,10149339648,16,13704590894090667_micro_set0_BRD_v1,AFT-MC-00,50
1,3.98203125,3.125,27.5,False,1149204992,16,132413613747369415_micro_set2_INS_v1,AFT-MC-00,50
1,3.107305586338043,6.875,31.875,False,6502666752,4,27666283593336698_micro_set1_TEX_DTD_v1,AFT-MC-00,50
1,3.0680204749107363,10.625,23.125,False,3647571968,8,168404102056508512_micro_set1_MED_LF_v1,AFT-MC-00,50
1,3.259375,6.25,25.0,False,2652061696,128,18401158072748767_micro_set1_MD_5_BIS_v1,AFT-MC-00,50
1,3.181203741776316,2.6315789473684212,22.36842105263158,False,1619008000,2,20053248097261087_micro_set1_DOG_v1,AFT-MC-00,50
1,2.9747124671936036,8.75,31.875,False,6523095552,16,176162498136951684_micro_set2_AWA_v1,AFT-MC-00,50
1,3.1690339922904966,5.625,28.125,False,5377247232,8,46953351391017082_micro_set0_MD_MIX_v1,AFT-MC-00,50
1,3.3671875,6.875,23.75,False,4689132032,256,28985281059947865_micro_set2_PRT_v1,AFT-MC-00,50
1,3.1258308410644533,8.75,27.5,False,9454236672,16,7595166932455980_micro_set1_APL_v1,AFT-MC-00,50
1,3.0537109375,3.125,25.0,False,10103645696,32,7743070307953073_micro_set1_MED_LF_v1,AFT-MC-00,1
1,3.507794141769409,3.75,24.375,False,10387216896,16,156913114786127150_micro_set1_TEX_DTD_v1,AFT-MC-00,50
1,3.0419921875,6.25,25.0,False,9661291520,32,22305128437331045_micro_set2_FNG_v1,AFT-MC-00,1
1,3.131129240989685,1.875,21.875,False,109541376,4,155363862911157218_micro_set0_BCT_v1,AFT-MC-00,50
1,3.084423828125,3.75,17.5,False,10321303040,2,495501345327022819_micro_set1_RSICB_v1,AFT-MC-00,50
1,2.965461441874504,12.5,40.0,False,5922328576,2,18202768156531314_micro_set2_AWA_v1,AFT-MC-00,50
1,3.2812032222747805,3.125,21.875,False,4963705856,32,125840237236772948_micro_set0_PLK_v1,AFT-MC-00,50
1,3.0921520233154296,3.75,26.25,False,9965207040,16,9200077272726632_micro_set0_PLT_VIL_v1,AFT-MC-00,50
1,3.3498046875,4.375,36.875,False,292428288,8,18664494902754467_micro_set0_BRD_v1,AFT-MC-00,50
1,3.087769788503647,6.25,30.0,False,38196736,4,183304351458366806_micro_set0_MD_MIX_v1,AFT-MC-00,50
1,3.4443359375,4.375,26.25,False,509046784,4,9065836886995263_micro_set2_INS_v1,AFT-MC-00,50
1,3.000202751159668,5.625,28.125,False,2614477824,32,121385981136002678_micro_set2_FNG_v1,AFT-MC-00,50
1,2.991896867752075,6.5789475440979,34.21052551269531,False,6042164736,256,80936769164213894_micro_set1_DOG_v1,AFT-MC-00,50
1,1.4322933465960768e+31,6.25,27.5,True,10413593088,2,2547489520350146_micro_set2_PLT_DOC_v1,AFT-MC-00,2
1,3.592608332633972,9.375,31.25,False,10423763456,16,95335043525029760_micro_set0_BCT_v1,AFT-MC-00,1
1,3.3256103515625,6.25,23.125,False,3181894144,2,24689648792225197_micro_set0_RESISC_v1,AFT-MC-00,50
1,3.182473969459534,8.125,28.125,False,4873281536,8,428503092849587920_micro_set2_BTS_v1,AFT-MC-00,50
1,3.109424042701721,5.0,17.5,False,10060756992,4,55579922703345646_micro_set0_FLW_v1,AFT-MC-00,50
1,3.6515625,5.0,30.0,True,3597418496,16,95074160966369683_micro_set0_PLK_v1,AFT-MC-00,26
1,3.3412109375,6.875,28.125,False,798364672,16,25887852894580963_micro_set2_FNG_v1,AFT-MC-00,50
1,2.7596216201782227,25.0,50.0,False,9587218432,2,7842812135112278_micro_set1_PNU_v1,AFT-MC-00,1
1,,1.25,19.375,True,10254002688,8,317578086414636953_micro_set2_RSD_v1,AFT-MC-00,37
1,3.193896484375,5.0,26.875,False,39315456,2,91040909409738847_micro_set2_FNG_v1,AFT-MC-00,50
1,3.443359375,3.125,20.625,False,5508977152,256,116669928618992517_micro_set0_RESISC_v1,AFT-MC-00,50
1,3.2426182687282563,3.125,24.375,False,5137397760,4,94922800670183330_micro_set0_CRS_v1,AFT-MC-00,50
1,3.269861900806427,1.25,15.625,False,783460864,2,374568150337374852_micro_set2_AWA_v1,AFT-MC-00,50
1,3.078181505203247,3.75,26.25,False,8353645056,256,12242330851157204_micro_set0_PLT_VIL_v1,AFT-MC-00,50
1,,5.0,24.375,True,3076153344,2,14183451438433633_micro_set2_ACT_410_v1,AFT-MC-00,1
1,3.3689453125,5.0,21.25,False,8803959296,16,7915969930529077_micro_set0_FLW_v1,AFT-MC-00,50
1,3.182861328125,8.125,28.125,True,1877986304,4,22076698918687509_micro_set2_BTS_v1,AFT-MC-00,27
1,3.260693359375,5.0,20.0,False,690013696,4,147832670357381109_micro_set1_APL_v1,AFT-MC-00,50
1,3.2090265274047853,5.625,30.625,False,6766136320,128,116678857123127406_micro_set1_PLT_NET_v1,AFT-MC-00,50
1,3.3188962548971177,1.875,16.875,False,670942720,2,15027740187227658_micro_set0_PLT_VIL_v1,AFT-MC-00,50
1,1.306813827712509e+29,5.0,29.375,False,9371092480,16,10139818900189048_micro_set2_MD_6_v1,AFT-MC-00,50
1,3.0941396951675415,0.0,6.25,False,9943950848,8,71269975731650118_micro_set2_MD_6_v1,AFT-MC-00,1
1,2.938441364388717,5.2631578947368425,27.63157894736842,False,846713344,16,15341245251080172_micro_set1_DOG_v1,AFT-MC-00,50
1,3.7118775844573975,1.25,18.125,False,4371665920,8,146251042865301028_micro_set1_INS_2_v1,AFT-MC-00,50
1,3.15546875,5.0,23.75,False,1007689728,128,13747114074217531_micro_set1_INS_2_v1,AFT-MC-00,50
1,17048.198004150392,5.625,26.25,False,227709440,2,90145208766029670_micro_set1_APL_v1,AFT-MC-00,50
1,3.27265625,2.5,25.625,False,1199028224,2,41067498037471525_micro_set0_PLT_VIL_v1,AFT-MC-00,50
1,3.090380859375,8.75,23.125,False,709716992,4,36737788414269585_micro_set1_RSICB_v1,AFT-MC-00,50
1,3.2421875,0.625,23.125,False,1334489600,64,120816772351380551_micro_set0_CRS_v1,AFT-MC-00,50
1,3.10546875,5.0,20.625,False,6559013888,256,33000458711487693_micro_set1_RSICB_v1,AFT-MC-00,50
1,3.06796875,5.625,19.375,False,724654080,64,141296481468585677_micro_set0_BCT_v1,AFT-MC-00,50
1,3.2000290513038636,5.625,22.5,False,517541376,8,30031805545335490_micro_set1_TEX_DTD_v1,AFT-MC-00,50
1,3.3026123046875,3.125,21.875,True,1916435456,2,21631248846002989_micro_set2_MD_6_v1,AFT-MC-00,28
1,3.15546875,5.0,23.75,False,197762048,32,15572489685102999_micro_set1_INS_2_v1,AFT-MC-00,50
1,3.058079769736842,5.921052631578948,33.55263157894737,False,1487536640,4,7752002675748699_micro_set1_PNU_v1,AFT-MC-00,50
1,2.9077471494674683,25.0,50.0,False,10087789568,2,133672334760010244_micro_set0_SPT_v1,AFT-MC-00,1
1,3.04345703125,10.0,25.0,False,10389642240,4,91962928088143769_micro_set0_BCT_v1,AFT-MC-00,50
1,,3.125,25.0,True,5935698432,2,16005852960606739_micro_set0_BRD_v1,AFT-MC-00,1
1,3.0294166088104246,9.375,23.75,False,8450845696,128,12204208789130624_micro_set0_BCT_v1,AFT-MC-00,1
1,,3.75,21.25,True,10394044928,8,36905347000011935_micro_set1_PLT_NET_v1,AFT-MC-00,1
1,3.343359375,4.375,20.625,False,5066468864,16,64377675300981067_micro_set2_RSD_v1,AFT-MC-00,50
1,3.099454641342163,6.25,20.625,False,10301705216,64,18528606193404522_micro_set0_MD_MIX_v1,AFT-MC-00,50
1,3.351953125,6.875,24.375,False,10068845568,32,127824734095933045_micro_set2_BTS_v1,AFT-MC-00,50
1,3.2005680799484253,6.25,31.25,False,10253192192,64,54288363198147348_micro_set1_PLT_NET_v1,AFT-MC-00,1
1,3.349609375,2.5,19.375,False,9051594240,256,11842525431813255_micro_set0_PLK_v1,AFT-MC-00,50
1,2.9974609375,5.0,32.5,False,10208665088,4,74835676128208641_micro_set1_INS_2_v1,AFT-MC-00,50
1,3.9676669597625733,5.0,20.0,False,1721410560,32,22764133460508596_micro_set1_MED_LF_v1,AFT-MC-00,50
1,3.4373046875,5.0,25.0,False,3486288384,16,24777007271390149_micro_set0_FLW_v1,AFT-MC-00,50
1,3.016015625,7.5,25.625,False,731677696,64,5238507443598479_micro_set2_PRT_v1,AFT-MC-00,50
1,,4.375,24.375,False,474735616,32,41082353354223495_micro_set1_ACT_40_v1,AFT-MC-00,50
1,3.052584409713745,7.5,31.25,False,116986880,8,63925578364071622_micro_set0_BRD_v1,AFT-MC-00,50
1,3.119140625,3.125,25.0,False,361291264,64,133998080742027569_micro_set2_PRT_v1,AFT-MC-00,50
1,3.3662109375,6.875,23.75,False,598815744,16,25745638109920765_micro_set2_PRT_v1,AFT-MC-00,50
1,1.7661541238145798e+31,0.0,12.5,False,9920870912,4,39103727244465190_micro_set0_RESISC_v1,AFT-MC-00,1
1,3.401538276672363,4.375,22.5,False,404226560,4,16880871940287284_micro_set2_PLT_DOC_v1,AFT-MC-00,50
1,2.946892786026001,6.25,28.75,False,3566426112,64,22830480929087020_micro_set2_AWA_v1,AFT-MC-00,50
1,3.648828125,5.0,19.375,False,2226479104,8,3498012943085777_micro_set1_MED_LF_v1,AFT-MC-00,50
1,3.9817665815353394,0.0,10.9375,False,10326642688,32,44118914172852736_micro_set1_DOG_v1,AFT-MC-00,1
1,3.447888731956482,7.8125,35.9375,False,10364827136,32,18319098499799932_micro_set0_PLT_VIL_v1,AFT-MC-00,1
1,2.987947940826416,6.25,31.25,False,10346523648,16,91724526415408172_micro_set2_INS_v1,AFT-MC-00,1
1,3.0681034326553345,1.5625,25.0,False,9514885120,64,44863214478081420_micro_set0_FLW_v1,AFT-MC-00,1
1,3.1789966821670532,12.5,28.125,False,10121751552,16,56925506786091598_micro_set1_ACT_40_v1,AFT-MC-00,1
1,3.233669400215149,6.25,31.25,False,10311287296,8,91677386830437246_micro_set2_BTS_v1,AFT-MC-00,1
1,3.049470067024231,0.0,12.5,False,9410896384,4,2596125947676972_micro_set0_BCT_v1,AFT-MC-00,1
1,3.0750977491077625,4.605263157894737,26.31578947368421,False,86667264,8,6208160809085086_micro_set1_PNU_v1,AFT-MC-00,50
1,3.000304627418518,5.0,20.625,False,229174272,8,71733880746052690_micro_set2_MD_6_v1,AFT-MC-00,50
1,3.0496418952941893,4.375,20.625,False,10350292992,64,809274407552292_micro_set2_FNG_v1,AFT-MC-00,50
1,2.99163932800293,6.875,28.75,False,2653068288,16,31711022050458012_micro_set0_PLT_VIL_v1,AFT-MC-00,50
1,3.05546875,6.875,23.125,True,2686989824,128,19628916372295465_micro_set2_PLT_DOC_v1,AFT-MC-00,26
1,3.12890625,0.0,25.0,False,10455288320,4,50353737515930205_micro_set1_DOG_v1,AFT-MC-00,1
1,3.461279296875,1.875,23.125,False,213031936,4,110829753268529565_micro_set0_BRD_v1,AFT-MC-00,50
1,3.29765625,3.125,11.875,False,157807616,16,103563096255032983_micro_set1_TEX_DTD_v1,AFT-MC-00,50
1,3.698681640625,7.5,27.5,True,1947486208,4,3111739300402023_micro_set2_PRT_v1,AFT-MC-00,26
1,3.015731382369995,3.75,21.25,False,604059648,2,61218302677607034_micro_set2_BTS_v1,AFT-MC-00,50
1,3.1091796875,4.375,27.5,False,10376013824,16,64691272162495507_micro_set0_MD_MIX_v1,AFT-MC-00,50
1,3.0672119140625,3.125,17.5,False,10031645184,2,59342525506062087_micro_set0_PLK_v1,AFT-MC-00,50
1,3.40234375,4.375,22.5,False,5508606976,256,137078199028864131_micro_set2_PLT_DOC_v1,AFT-MC-00,50
1,3.7580560445785522,1.5625,26.5625,False,10273237504,32,229330763829075920_micro_set0_PLT_VIL_v1,AFT-MC-00,1
1,3.1296875,5.0,20.625,False,483175424,32,24449925412436985_micro_set0_PLK_v1,AFT-MC-00,50
1,3.393700873851776,3.125,22.5,False,10415230976,8,2795745933763118_micro_set0_PLT_VIL_v1,AFT-MC-00,50
1,2.9920364141464235,6.875,26.875,False,8455980032,16,270070643027694192_micro_set2_PLT_DOC_v1,AFT-MC-00,50
1,3.1154867142438887,6.25,20.0,False,40992256,2,5601913343231760_micro_set2_FNG_v1,AFT-MC-00,50
1,3.250321292877197,2.5,25.0,False,8642034176,64,24101556346949446_micro_set1_RSICB_v1,AFT-MC-00,50
1,3.1383092403411865,3.125,18.75,False,10462200320,128,430733022819891512_micro_set0_CRS_v1,AFT-MC-00,50
1,3.284659039974213,2.5,19.375,False,8680653312,8,398002383898245256_micro_set1_INS_2_v1,AFT-MC-00,50
1,3.8772320687770843,1.875,28.125,False,852390912,4,25944534896843828_micro_set1_RSICB_v1,AFT-MC-00,50
1,2.9747124552726745,8.75,31.875,False,4171642880,8,87229914260791000_micro_set2_AWA_v1,AFT-MC-00,50
1,3.591771790385246,5.625,31.875,False,1628004864,2,25844013145982880_micro_set0_TEX_v1,AFT-MC-00,50
1,3.0525843858718873,7.5,31.25,False,397933056,16,15384221073880656_micro_set0_BRD_v1,AFT-MC-00,50
1,3.351318359375,8.75,26.875,False,317015040,2,169890817968303265_micro_set1_RSICB_v1,AFT-MC-00,50
1,3.2277810722589493,1.875,18.75,False,2543306752,2,234112116023496540_micro_set2_FNG_v1,AFT-MC-00,50
1,13317.4267578125,7.894737042878804,25.0,False,2902531072,128,63605619931918188_micro_set1_DOG_v1,AFT-MC-00,50
1,2.97994841337204,6.25,35.0,False,3298964992,4,52834716889717268_micro_set1_PLT_NET_v1,AFT-MC-00,50
1,3.476171875,4.375,22.5,False,9307058688,16,126497677192022079_micro_set1_MD_5_BIS_v1,AFT-MC-00,50
1,3.2723825961351394,3.75,25.625,False,2605291520,2,21235432152417642_micro_set1_MD_5_BIS_v1,AFT-MC-00,50
1,3.062890625,3.75,22.5,False,7787208704,32,29879454146753729_micro_set1_ACT_40_v1,AFT-MC-00,50
1,3.193896484375,5.0,26.875,False,48064512,2,120600098020092115_micro_set2_FNG_v1,AFT-MC-00,50
1,3.0693359375,3.125,21.875,False,10147291648,16,44588462039161355_micro_set1_RSICB_v1,AFT-MC-00,1
1,3.090234375,2.5,21.25,False,9754750464,8,36708609266121651_micro_set2_TEX_ALOT_v1,AFT-MC-00,50
1,3.2000290632247923,5.625,22.5,False,945327104,16,39476447042084124_micro_set1_TEX_DTD_v1,AFT-MC-00,50
1,2.976575553417206,6.875,31.875,False,10387759616,8,39781562988071026_micro_set0_TEX_v1,AFT-MC-00,50
1,3.298046875,4.375,18.75,True,691442176,16,22434516310285843_micro_set1_RSICB_v1,AFT-MC-00,26
1,1.2714922286492937e+29,37.5,37.5,False,10354577408,4,20814058693946002_micro_set0_PLK_v1,AFT-MC-00,1
1,,2.5,17.5,False,463985664,32,92823411990541455_micro_set1_APL_v1,AFT-MC-00,50
1,3.121875,5.0,21.875,False,707744256,64,18378815631773411_micro_set2_ACT_410_v1,AFT-MC-00,50
1,3.5138671875,5.625,25.625,False,834015744,4,5156591056448205_micro_set2_MD_6_v1,AFT-MC-00,50
1,3.013597345352173,3.75,22.5,False,9293872640,128,114636843489509168_micro_set0_BRD_v1,AFT-MC-00,1
1,3.551953125,5.0,27.5,True,2374749184,16,4527538016790805_micro_set1_MD_5_BIS_v1,AFT-MC-00,27
1,3.199793118238449,7.5,26.25,False,417644544,2,10071359665062552_micro_set1_ACT_40_v1,AFT-MC-00,50
1,3.251248466968536,6.875,26.25,False,5370205696,8,188514859335899620_micro_set0_RESISC_v1,AFT-MC-00,50
1,13253.023303222657,10.0,34.375,False,197670400,4,21255960493899074_micro_set2_ACT_410_v1,AFT-MC-00,50
1,3.041015625,8.125,31.25,True,581786624,16,118202278518970531_micro_set1_MD_5_BIS_v1,AFT-MC-00,26
1,2.989952564239502,1.875,33.75,False,3174885888,256,10804896167694854_micro_set0_TEX_v1,AFT-MC-00,50
1,3.64892578125,5.0,19.375,False,282188800,2,15620723996007943_micro_set1_MED_LF_v1,AFT-MC-00,50
1,3.22255859375,2.5,28.125,True,1513939968,4,29778781473833061_micro_set2_INS_v1,AFT-MC-00,26
1,,4.605263157894737,22.36842105263158,True,9411783168,16,107513085938561179_micro_set1_DOG_v1,AFT-MC-00,1
1,3.022041618824005,5.625,28.75,False,606292480,4,100497772278644024_micro_set1_APL_v1,AFT-MC-00,50
1,3.3103724271059036,5.625,20.0,False,2709851648,2,6706668508480134_micro_set1_RSICB_v1,AFT-MC-00,50
1,3.0166015625,7.5,25.625,False,286881792,16,9868677217542475_micro_set2_PRT_v1,AFT-MC-00,50
1,3.0285134315490723,6.25,31.25,False,10390808576,8,18919707957580532_micro_set1_INS_2_v1,AFT-MC-00,1
1,3.5881227135658262,4.375,26.875,False,3627614208,8,318268278125990140_micro_set2_PRT_v1,AFT-MC-00,50
1,3.0959261417388917,3.125,20.0,False,10385654272,128,39620474952268766_micro_set2_BTS_v1,AFT-MC-00,1
1,3.2721759617328643,6.25,27.5,False,2858603008,2,25098900711073362_micro_set1_PLT_NET_v1,AFT-MC-00,50
1,3.0536865234375,8.125,29.375,False,67772416,2,29943222520255363_micro_set1_APL_v1,AFT-MC-00,50
1,2906680.325,4.375,25.0,False,928706560,8,2640692126730496_micro_set0_BRD_v1,AFT-MC-00,50
1,2.939453125,5.263157844543457,27.63157844543457,False,6076575744,256,39195896026214985_micro_set1_DOG_v1,AFT-MC-00,50
1,3.09921875,4.375,25.625,False,287310848,16,29399986847259223_micro_set1_INS_2_v1,AFT-MC-00,50
1,1.7592513296565097e+31,3.125,20.0,False,9824726528,8,27552855852577480_micro_set0_SPT_v1,AFT-MC-00,50
1,2.981496710526316,17.105263358668278,37.500000401547084,False,974106624,32,47568858221203623_micro_set1_DOG_v1,AFT-MC-00,50
1,3.0361328125,12.5,12.5,False,10455329280,4,35763895248526339_micro_set2_PLT_DOC_v1,AFT-MC-00,1
1,3.3689453125,5.0,21.25,False,1559723008,16,332591498288785105_micro_set0_FLW_v1,AFT-MC-00,50
1,3.5867516040802,1.25,24.375,False,1681631744,32,13305354709568678_micro_set0_BCT_v1,AFT-MC-00,50
1,3.219921875,4.375,28.125,False,5126450688,64,675878007298079_micro_set2_FNG_v1,AFT-MC-00,50
1,3.031910799051586,6.578947368421052,19.07894736842105,False,2593651200,2,19360187080209792_micro_set1_DOG_v1,AFT-MC-00,50
1,3.4404296875,5.625,23.75,False,2494841344,8,121278013117631267_micro_set2_PLT_DOC_v1,AFT-MC-00,50
1,3.0525843143463134,7.5,31.25,False,782691328,128,28510356123194628_micro_set0_BRD_v1,AFT-MC-00,50
1,3.3828500509262085,12.5,12.5,False,10237743616,4,82045727359851200_micro_set1_MD_5_BIS_v1,AFT-MC-00,1
1,3.115833818912506,2.5,26.25,False,3559154688,4,5776858575523496_micro_set0_RESISC_v1,AFT-MC-00,50
1,3.12578125,8.75,26.875,False,7738980864,32,24446534071834345_micro_set1_APL_v1,AFT-MC-00,50
1,3.488101875782013,3.125,13.125,False,5556190720,8,12107015967032032_micro_set1_MED_LF_v1,AFT-MC-00,50
1,2873430.571875,7.5,27.5,False,642057216,4,50678320471994288_micro_set2_INS_v1,AFT-MC-00,50
1,,4.375,26.875,False,8727389696,128,20195454601969251_micro_set2_PLT_DOC_v1,AFT-MC-00,1
1,3.4015380859375,1.875,23.75,True,781248000,4,220994189585176215_micro_set1_INS_2_v1,AFT-MC-00,26
1,1.3068138185444772e+29,5.0,29.375,False,6086988288,2,299864777096358792_micro_set2_MD_6_v1,AFT-MC-00,50
1,3.0475341796875,5.625,29.375,False,10398107648,2,89188873099839845_micro_set2_RSD_v1,AFT-MC-00,50
1,3.444140625,3.125,20.625,True,2141529600,32,72407676120259383_micro_set0_RESISC_v1,AFT-MC-00,26
1,3.1993075609207153,0.0,25.0,False,10253603840,4,21188222783904542_micro_set0_RESISC_v1,AFT-MC-00,1
1,1.4002386119958725e+18,6.25,24.375,False,4115325440,4,55484648352919640_micro_set0_BRD_v1,AFT-MC-00,50
1,4.7734821332588635e+29,6.25,25.0,False,9206319616,16,126275714793657050_micro_set1_APL_v1,AFT-MC-00,1
1,3.0540051460266113,7.5,29.375,False,77074944,8,36020664576366610_micro_set1_APL_v1,AFT-MC-00,50
1,3.314000129699707,0.0,18.75,False,10311234048,8,257350527201314620_micro_set1_INS_2_v1,AFT-MC-00,1
1,3.1423116445541384,8.125,25.625,False,88062976,8,94915536677622832_micro_set2_BTS_v1,AFT-MC-00,50
1,3.0035581409931185,3.75,27.5,False,630903808,4,65571820887147932_micro_set1_TEX_DTD_v1,AFT-MC-00,50
1,2.990625,4.375,31.25,False,7000707072,32,9499623200482725_micro_set2_FNG_v1,AFT-MC-00,50
1,3.2723825961351394,3.75,25.625,False,3301088256,2,132399194296637016_micro_set1_MD_5_BIS_v1,AFT-MC-00,50
1,3.3103723227977753,5.625,20.0,False,2987743232,4,17869967140534544_micro_set1_RSICB_v1,AFT-MC-00,50
1,2.9981730818748473,7.5,29.375,False,9980651008,2,32878106309006802_micro_set2_PRT_v1,AFT-MC-00,50
1,,3.75,23.75,False,927233024,64,93882910398041_micro_set2_INS_v1,AFT-MC-00,50
1,3.040672206878662,8.125,31.875,False,1486731264,64,27245515114777582_micro_set1_MD_5_BIS_v1,AFT-MC-00,50
1,,3.125,16.875,True,309329920,16,109473174602655523_micro_set2_RSD_v1,AFT-MC-00,26
1,4.524011254310608,3.125,22.5,False,2678873088,16,79418485477487382_micro_set2_INS_v1,AFT-MC-00,50
1,3.3475055754184724,6.875,26.25,False,417607680,2,106160353232239188_micro_set0_FLW_v1,AFT-MC-01,50
1,3.087769794464111,6.25,30.0,False,411383296,32,31566596089102856_micro_set0_MD_MIX_v1,AFT-MC-01,50
1,3.0021484375,3.125,26.875,False,755587072,16,21609891006468847_micro_set2_MD_6_v1,AFT-MC-01,50
1,3.0623046875,3.75,22.5,False,9467412480,8,47755714743381957_micro_set1_ACT_40_v1,AFT-MC-01,50
1,3.109375,1.25,23.125,False,5049797120,256,15232219031346549_micro_set0_RESISC_v1,AFT-MC-01,50
1,3.193359375,5.0,26.875,False,1213884416,256,5205708307742307_micro_set2_FNG_v1,AFT-MC-01,50
1,3.1224427223205566,8.75,29.375,False,10340494336,32,126752470123310166_micro_set1_MD_5_BIS_v1,AFT-MC-01,50
1,2.92578125,6.25,31.25,False,10295240192,8,85737362293581491_micro_set1_PNU_v1,AFT-MC-01,1
1,3.13046875,0.625,19.375,False,2586534400,32,95867507639169_micro_set2_AWA_v1,AFT-MC-01,50
1,3.758203125,6.875,26.25,False,10385018368,16,40811792990020209_micro_set1_MD_5_BIS_v1,AFT-MC-01,50
1,3.247862195968628,5.0,24.375,False,8661173760,64,90592453407602098_micro_set2_MD_6_v1,AFT-MC-01,50
1,3.0120902597904204,5.0,18.75,False,638504448,4,2148732554443256_micro_set2_AWA_v1,AFT-MC-01,50
1,3.0832368403673174,5.0,23.125,False,2586928640,2,3944922950647818_micro_set2_BTS_v1,AFT-MC-01,50
1,,3.125,9.375,True,9513339392,16,15565439464701203_micro_set0_PLT_VIL_v1,AFT-MC-01,1
