,output_state,experiment,diagnosis,device_count,initial_eval_loss,initial_eval_top1,initial_eval_top5,invalid_loss_value,max_memory_allocated,final_batch_size,project,curve_length
1531,,18401158072748767_micro_set1_MD_5_BIS_v1,,1.0,3.259375,6.25,25.0,False,2652061696.0,128.0,AFT-MC-00,50.0
1532,,20053248097261087_micro_set1_DOG_v1,,1.0,3.181203741776316,2.6315789473684212,22.36842105263158,False,1619008000.0,2.0,AFT-MC-00,50.0
1533,,176162498136951684_micro_set2_AWA_v1,,1.0,2.9747124671936036,8.75,31.875,False,6523095552.0,16.0,AFT-MC-00,50.0
1534,,7595166932455980_micro_set1_APL_v1,,1.0,3.1258308410644533,8.75,27.5,False,9454236672.0,16.0,AFT-MC-00,50.0
1535,,156913114786127150_micro_set1_TEX_DTD_v1,,1.0,3.507794141769409,3.75,24.375,False,10387216896.0,16.0,AFT-MC-00,50.0
1536,,155363862911157218_micro_set0_BCT_v1,,1.0,3.131129240989685,1.875,21.875,False,109541376.0,4.0,AFT-MC-00,50.0
1537,,495501345327022819_micro_set1_RSICB_v1,,1.0,3.084423828125,3.75,17.5,False,10321303040.0,2.0,AFT-MC-00,50.0
1538,,18202768156531314_micro_set2_AWA_v1,,1.0,2.965461441874504,12.5,40.0,False,5922328576.0,2.0,AFT-MC-00,50.0
1539,,125840237236772948_micro_set0_PLK_v1,,1.0,3.2812032222747805,3.125,21.875,False,4963705856.0,32.0,AFT-MC-00,50.0
1540,,9200077272726632_micro_set0_PLT_VIL_v1,,1.0,3.0921520233154296,3.75,26.25,False,9965207040.0,16.0,AFT-MC-00,50.0
1541,,183304351458366806_micro_set0_MD_MIX_v1,,1.0,3.087769788503647,6.25,30.0,False,38196736.0,4.0,AFT-MC-00,50.0
1542,,9065836886995263_micro_set2_INS_v1,,1.0,3.4443359375,4.375,26.25,False,509046784.0,4.0,AFT-MC-00,50.0
1543,,121385981136002678_micro_set2_FNG_v1,,1.0,3.000202751159668,5.625,28.125,False,2614477824.0,32.0,AFT-MC-00,50.0
1544,,2547489520350146_micro_set2_PLT_DOC_v1,,1.0,1.4322933465960768e+31,6.25,27.5,True,10413593088.0,2.0,AFT-MC-00,2.0
1545,,24689648792225197_micro_set0_RESISC_v1,,1.0,3.3256103515625,6.25,23.125,False,3181894144.0,2.0,AFT-MC-00,50.0
1546,,55579922703345646_micro_set0_FLW_v1,,1.0,3.109424042701721,5.0,17.5,False,10060756992.0,4.0,AFT-MC-00,50.0
1547,,91040909409738847_micro_set2_FNG_v1,,1.0,3.193896484375,5.0,26.875,False,39315456.0,2.0,AFT-MC-00,50.0
1548,,116669928618992517_micro_set0_RESISC_v1,,1.0,3.443359375,3.125,20.625,False,5508977152.0,256.0,AFT-MC-00,50.0
1549,,94922800670183330_micro_set0_CRS_v1,,1.0,3.2426182687282563,3.125,24.375,False,5137397760.0,4.0,AFT-MC-00,50.0
1550,,7915969930529077_micro_set0_FLW_v1,,1.0,3.3689453125,5.0,21.25,False,8803959296.0,16.0,AFT-MC-00,50.0
1551,,147832670357381109_micro_set1_APL_v1,,1.0,3.260693359375,5.0,20.0,False,690013696.0,4.0,AFT-MC-00,50.0
1552,,10139818900189048_micro_set2_MD_6_v1,,1.0,1.306813827712509e+29,5.0,29.375,False,9371092480.0,16.0,AFT-MC-00,50.0
1553,,15341245251080172_micro_set1_DOG_v1,,1.0,2.938441364388717,5.2631578947368425,27.63157894736842,False,846713344.0,16.0,AFT-MC-00,50.0
1554,,13747114074217531_micro_set1_INS_2_v1,,1.0,3.15546875,5.0,23.75,False,1007689728.0,128.0,AFT-MC-00,50.0
1555,,41067498037471525_micro_set0_PLT_VIL_v1,,1.0,3.27265625,2.5,25.625,False,1199028224.0,2.0,AFT-MC-00,50.0
1556,,120816772351380551_micro_set0_CRS_v1,,1.0,3.2421875,0.625,23.125,False,1334489600.0,64.0,AFT-MC-00,50.0
1557,,141296481468585677_micro_set0_BCT_v1,,1.0,3.06796875,5.625,19.375,False,724654080.0,64.0,AFT-MC-00,50.0
1558,,7752002675748699_micro_set1_PNU_v1,,1.0,3.058079769736842,5.921052631578948,33.55263157894737,False,1487536640.0,4.0,AFT-MC-00,50.0
1559,,91962928088143769_micro_set0_BCT_v1,,1.0,3.04345703125,10.0,25.0,False,10389642240.0,4.0,AFT-MC-00,50.0
1560,,36905347000011935_micro_set1_PLT_NET_v1,,1.0,,3.75,21.25,True,10394044928.0,8.0,AFT-MC-00,1.0
1561,,18528606193404522_micro_set0_MD_MIX_v1,,1.0,3.099454641342163,6.25,20.625,False,10301705216.0,64.0,AFT-MC-00,50.0
1562,,127824734095933045_micro_set2_BTS_v1,,1.0,3.351953125,6.875,24.375,False,10068845568.0,32.0,AFT-MC-00,50.0
1563,,74835676128208641_micro_set1_INS_2_v1,,1.0,2.9974609375,5.0,32.5,False,10208665088.0,4.0,AFT-MC-00,50.0
1564,,24777007271390149_micro_set0_FLW_v1,,1.0,3.4373046875,5.0,25.0,False,3486288384.0,16.0,AFT-MC-00,50.0
1565,,5238507443598479_micro_set2_PRT_v1,,1.0,3.016015625,7.5,25.625,False,731677696.0,64.0,AFT-MC-00,50.0
1566,,41082353354223495_micro_set1_ACT_40_v1,,1.0,,4.375,24.375,False,474735616.0,32.0,AFT-MC-00,50.0
1567,,63925578364071622_micro_set0_BRD_v1,,1.0,3.052584409713745,7.5,31.25,False,116986880.0,8.0,AFT-MC-00,50.0
1568,,133998080742027569_micro_set2_PRT_v1,,1.0,3.119140625,3.125,25.0,False,361291264.0,64.0,AFT-MC-00,50.0
1569,,25745638109920765_micro_set2_PRT_v1,,1.0,3.3662109375,6.875,23.75,False,598815744.0,16.0,AFT-MC-00,50.0
1570,,22830480929087020_micro_set2_AWA_v1,,1.0,2.946892786026001,6.25,28.75,False,3566426112.0,64.0,AFT-MC-00,50.0
1571,,809274407552292_micro_set2_FNG_v1,,1.0,3.0496418952941893,4.375,20.625,False,10350292992.0,64.0,AFT-MC-00,50.0
1572,,31711022050458012_micro_set0_PLT_VIL_v1,,1.0,2.99163932800293,6.875,28.75,False,2653068288.0,16.0,AFT-MC-00,50.0
1573,,110829753268529565_micro_set0_BRD_v1,,1.0,3.461279296875,1.875,23.125,False,213031936.0,4.0,AFT-MC-00,50.0
1574,,103563096255032983_micro_set1_TEX_DTD_v1,,1.0,3.29765625,3.125,11.875,False,157807616.0,16.0,AFT-MC-00,50.0
1575,,61218302677607034_micro_set2_BTS_v1,,1.0,3.015731382369995,3.75,21.25,False,604059648.0,2.0,AFT-MC-00,50.0
1576,,64691272162495507_micro_set0_MD_MIX_v1,,1.0,3.1091796875,4.375,27.5,False,10376013824.0,16.0,AFT-MC-00,50.0
1577,,59342525506062087_micro_set0_PLK_v1,,1.0,3.0672119140625,3.125,17.5,False,10031645184.0,2.0,AFT-MC-00,50.0
1578,,137078199028864131_micro_set2_PLT_DOC_v1,,1.0,3.40234375,4.375,22.5,False,5508606976.0,256.0,AFT-MC-00,50.0
1579,,24449925412436985_micro_set0_PLK_v1,,1.0,3.1296875,5.0,20.625,False,483175424.0,32.0,AFT-MC-00,50.0
1580,,2795745933763118_micro_set0_PLT_VIL_v1,,1.0,3.393700873851776,3.125,22.5,False,10415230976.0,8.0,AFT-MC-00,50.0
1581,,5601913343231760_micro_set2_FNG_v1,,1.0,3.1154867142438887,6.25,20.0,False,40992256.0,2.0,AFT-MC-00,50.0
1582,,24101556346949446_micro_set1_RSICB_v1,,1.0,3.250321292877197,2.5,25.0,False,8642034176.0,64.0,AFT-MC-00,50.0
1583,,430733022819891512_micro_set0_CRS_v1,,1.0,3.1383092403411865,3.125,18.75,False,10462200320.0,128.0,AFT-MC-00,50.0
1584,,87229914260791000_micro_set2_AWA_v1,,1.0,2.9747124552726745,8.75,31.875,False,4171642880.0,8.0,AFT-MC-00,50.0
1585,,15384221073880656_micro_set0_BRD_v1,,1.0,3.0525843858718873,7.5,31.25,False,397933056.0,16.0,AFT-MC-00,50.0
1586,,169890817968303265_micro_set1_RSICB_v1,,1.0,3.351318359375,8.75,26.875,False,317015040.0,2.0,AFT-MC-00,50.0
1587,,52834716889717268_micro_set1_PLT_NET_v1,,1.0,2.97994841337204,6.25,35.0,False,3298964992.0,4.0,AFT-MC-00,50.0
1588,,126497677192022079_micro_set1_MD_5_BIS_v1,,1.0,3.476171875,4.375,22.5,False,9307058688.0,16.0,AFT-MC-00,50.0
1589,,21235432152417642_micro_set1_MD_5_BIS_v1,,1.0,3.2723825961351394,3.75,25.625,False,2605291520.0,2.0,AFT-MC-00,50.0
1590,,29879454146753729_micro_set1_ACT_40_v1,,1.0,3.062890625,3.75,22.5,False,7787208704.0,32.0,AFT-MC-00,50.0
1591,,120600098020092115_micro_set2_FNG_v1,,1.0,3.193896484375,5.0,26.875,False,48064512.0,2.0,AFT-MC-00,50.0
1592,,36708609266121651_micro_set2_TEX_ALOT_v1,,1.0,3.090234375,2.5,21.25,False,9754750464.0,8.0,AFT-MC-00,50.0
1593,,39781562988071026_micro_set0_TEX_v1,,1.0,2.976575553417206,6.875,31.875,False,10387759616.0,8.0,AFT-MC-00,50.0
1594,,92823411990541455_micro_set1_APL_v1,,1.0,,2.5,17.5,False,463985664.0,32.0,AFT-MC-00,50.0
1595,,5156591056448205_micro_set2_MD_6_v1,,1.0,3.5138671875,5.625,25.625,False,834015744.0,4.0,AFT-MC-00,50.0
1596,,10071359665062552_micro_set1_ACT_40_v1,,1.0,3.199793118238449,7.5,26.25,False,417644544.0,2.0,AFT-MC-00,50.0
1597,,10804896167694854_micro_set0_TEX_v1,,1.0,2.989952564239502,1.875,33.75,False,3174885888.0,256.0,AFT-MC-00,50.0
1598,,15620723996007943_micro_set1_MED_LF_v1,,1.0,3.64892578125,5.0,19.375,False,282188800.0,2.0,AFT-MC-00,50.0
1599,,100497772278644024_micro_set1_APL_v1,,1.0,3.022041618824005,5.625,28.75,False,606292480.0,4.0,AFT-MC-00,50.0
1600,,6706668508480134_micro_set1_RSICB_v1,,1.0,3.3103724271059036,5.625,20.0,False,2709851648.0,2.0,AFT-MC-00,50.0
1601,,25098900711073362_micro_set1_PLT_NET_v1,,1.0,3.2721759617328643,6.25,27.5,False,2858603008.0,2.0,AFT-MC-00,50.0
1602,,29943222520255363_micro_set1_APL_v1,,1.0,3.0536865234375,8.125,29.375,False,67772416.0,2.0,AFT-MC-00,50.0
1603,,39195896026214985_micro_set1_DOG_v1,,1.0,2.939453125,5.263157844543457,27.63157844543457,False,6076575744.0,256.0,AFT-MC-00,50.0
1604,,29399986847259223_micro_set1_INS_2_v1,,1.0,3.09921875,4.375,25.625,False,287310848.0,16.0,AFT-MC-00,50.0
1605,,27552855852577480_micro_set0_SPT_v1,,1.0,1.7592513296565097e+31,3.125,20.0,False,9824726528.0,8.0,AFT-MC-00,50.0
1606,,47568858221203623_micro_set1_DOG_v1,,1.0,2.981496710526316,17.105263358668278,37.500000401547084,False,974106624.0,32.0,AFT-MC-00,50.0
1607,,675878007298079_micro_set2_FNG_v1,,1.0,3.219921875,4.375,28.125,False,5126450688.0,64.0,AFT-MC-00,50.0
1608,,28510356123194628_micro_set0_BRD_v1,,1.0,3.0525843143463134,7.5,31.25,False,782691328.0,128.0,AFT-MC-00,50.0
1609,,24446534071834345_micro_set1_APL_v1,,1.0,3.12578125,8.75,26.875,False,7738980864.0,32.0,AFT-MC-00,50.0
1610,,299864777096358792_micro_set2_MD_6_v1,,1.0,1.3068138185444772e+29,5.0,29.375,False,6086988288.0,2.0,AFT-MC-00,50.0
1611,,89188873099839845_micro_set2_RSD_v1,,1.0,3.0475341796875,5.625,29.375,False,10398107648.0,2.0,AFT-MC-00,50.0
1612,,36020664576366610_micro_set1_APL_v1,,1.0,3.0540051460266113,7.5,29.375,False,77074944.0,8.0,AFT-MC-00,50.0
1613,,132399194296637016_micro_set1_MD_5_BIS_v1,,1.0,3.2723825961351394,3.75,25.625,False,3301088256.0,2.0,AFT-MC-00,50.0
1614,,79418485477487382_micro_set2_INS_v1,,1.0,4.524011254310608,3.125,22.5,False,2678873088.0,16.0,AFT-MC-00,50.0
1615,,21609891006468847_micro_set2_MD_6_v1,,1.0,3.0021484375,3.125,26.875,False,755587072.0,16.0,AFT-MC-01,50.0
1616,,47755714743381957_micro_set1_ACT_40_v1,,1.0,3.0623046875,3.75,22.5,False,9467412480.0,8.0,AFT-MC-01,50.0
1617,,126752470123310166_micro_set1_MD_5_BIS_v1,,1.0,3.1224427223205566,8.75,29.375,False,10340494336.0,32.0,AFT-MC-01,50.0
1618,,40811792990020209_micro_set1_MD_5_BIS_v1,,1.0,3.758203125,6.875,26.25,False,10385018368.0,16.0,AFT-MC-01,50.0
1619,,90592453407602098_micro_set2_MD_6_v1,,1.0,3.247862195968628,5.0,24.375,False,8661173760.0,64.0,AFT-MC-01,50.0
1620,,2148732554443256_micro_set2_AWA_v1,,1.0,3.0120902597904204,5.0,18.75,False,638504448.0,4.0,AFT-MC-01,50.0
1621,,7646619153641089_micro_set0_PLT_VIL_v1,,1.0,2.980859375,4.375,34.375,False,10272103936.0,16.0,AFT-MC-01,50.0
1622,,835276435895757_micro_set1_ACT_40_v1,,1.0,,4.375,24.375,True,4173124608.0,4.0,AFT-MC-01,1.0
1623,,2409426618138992_micro_set1_APL_v1,,1.0,3.21293768286705,6.875,26.875,False,1329428480.0,4.0,AFT-MC-01,50.0
1624,,489410763351952072_micro_set1_TEX_DTD_v1,,1.0,3.0379496812820435,3.75,28.125,False,6769170944.0,8.0,AFT-MC-01,50.0
1625,,60805513517540659_micro_set2_PRT_v1,,1.0,3.2841796875,6.25,20.625,False,5341058048.0,16.0,AFT-MC-01,50.0
1626,,53482424371245635_micro_set1_PNU_v1,,1.0,3.0008480674342106,3.289473684210526,18.42105263157895,False,10041525248.0,2.0,AFT-MC-01,50.0
1627,,31794164213379487_micro_set0_PLK_v1,,1.0,3.5126953125,3.75,26.875,False,5490330624.0,16.0,AFT-MC-01,50.0
1628,,19630553722843092_micro_set1_DOG_v1,,1.0,3.198318230478387,4.605263157894737,26.973684210526315,False,110170624.0,16.0,AFT-MC-01,50.0
1629,,755598495017606_micro_set0_SPT_v1,,1.0,3.1237871646881104,3.75,20.0,False,6609229312.0,256.0,AFT-MC-01,50.0
1630,,40377039825865046_micro_set2_INS_v1,,1.0,3.222431707382202,2.5,28.125,False,10268153344.0,32.0,AFT-MC-01,50.0
1631,,259521862691697837_micro_set2_AWA_v1,,1.0,3.1140625,2.5,25.625,False,10339389440.0,8.0,AFT-MC-01,50.0
1632,,57893798508959433_micro_set0_MD_MIX_v1,,1.0,3.236572265625,3.125,21.25,False,709716992.0,4.0,AFT-MC-01,50.0
1633,,88187238733097046_micro_set2_ACT_410_v1,,1.0,3.106319618225098,6.875,29.375,False,1543288832.0,128.0,AFT-MC-01,50.0
1634,,9736002440894705_micro_set1_PLT_NET_v1,,1.0,3.170703125,4.375,26.875,False,10440401920.0,4.0,AFT-MC-01,50.0
1635,,8385367173947475_micro_set2_TEX_ALOT_v1,,1.0,4.042578125,8.75,31.875,False,10015964160.0,64.0,AFT-MC-01,50.0
1636,,5531748169861854_micro_set1_ACT_40_v1,,1.0,3.0690009862184526,4.375,23.125,False,3407675904.0,2.0,AFT-MC-01,50.0
1637,,7188227013904142_micro_set1_PNU_v1,,1.0,3.0288174654308118,3.2894737344039116,21.710526315789473,False,7833080320.0,64.0,AFT-MC-01,50.0
1638,,48253796071024107_micro_set1_INS_2_v1,,1.0,,5.0,23.75,False,5120333824.0,4.0,AFT-MC-01,50.0
1639,,59770661223609606_micro_set1_RSICB_v1,,1.0,3.131570816040039,1.875,23.125,False,2229497856.0,128.0,AFT-MC-01,50.0
1640,,63046907456824452_micro_set2_TEX_ALOT_v1,,1.0,3.0569224834442137,4.375,23.75,False,10325119488.0,64.0,AFT-MC-01,50.0
1641,,52764879364082087_micro_set1_PLT_NET_v1,,1.0,,3.75,21.25,False,662114816.0,8.0,AFT-MC-01,50.0
1642,,4142297071967337_micro_set1_APL_v1,,1.0,,2.5,17.5,True,5546537984.0,32.0,AFT-MC-01,1.0
1643,,16959046580868343_micro_set2_AWA_v1,,1.0,3.0109375,8.125,27.5,False,6667128320.0,128.0,AFT-MC-01,50.0
1644,,6626031685324136_micro_set0_PLT_VIL_v1,,1.0,3.7563632011413572,4.375,23.75,False,7410686976.0,32.0,AFT-MC-01,50.0
1645,,15645903043095378_micro_set1_DOG_v1,,1.0,2.938441358114544,5.2631578947368425,27.63157894736842,False,604080128.0,2.0,AFT-MC-01,50.0
1646,,118374992182675281_micro_set1_PNU_v1,,1.0,3.070826480263158,2.6315789473684212,17.763157894736842,False,3453241344.0,4.0,AFT-MC-01,50.0
1647,,157201432311082829_micro_set1_MD_5_BIS_v1,,1.0,3.4056640625,5.625,27.5,False,442125312.0,8.0,AFT-MC-01,50.0
1648,,36702382897191747_micro_set2_INS_v1,,1.0,3.22255859375,2.5,28.125,False,1228652032.0,4.0,AFT-MC-01,50.0
1649,,94921768384131758_micro_set1_PNU_v1,,1.0,3.0750973224639893,4.6052632331848145,26.3157901763916,False,1702642688.0,256.0,AFT-MC-01,50.0
1650,,58524462075039534_micro_set0_BCT_v1,,1.0,3.0160813093185426,4.375,17.5,False,596169728.0,2.0,AFT-MC-01,50.0
1651,,29991593065324148_micro_set2_INS_v1,,1.0,3.0031291484832763,6.875,34.375,False,376916480.0,32.0,AFT-MC-01,50.0
1652,,18467234329667972_micro_set1_PNU_v1,,1.0,3.0956168174743652,5.9210524559021,28.947368621826172,False,1796785152.0,256.0,AFT-MC-01,50.0
1653,,27477614220190611_micro_set2_MD_6_v1,,1.0,3.3025390625,3.125,21.875,False,10236273664.0,16.0,AFT-MC-01,50.0
1654,,4911578174978592_micro_set0_PLT_VIL_v1,,1.0,3.585807776451111,8.125,29.375,False,4752980992.0,16.0,AFT-MC-01,50.0
1655,,9885771193266451_micro_set1_INS_2_v1,,1.0,,1.875,21.875,True,5882848256.0,2.0,AFT-MC-01,1.0
1656,,56926621958590751_micro_set2_INS_v1,,1.0,3.4400390625,3.75,26.875,False,261600768.0,8.0,AFT-MC-01,50.0
1657,,15552465413633644_micro_set1_APL_v1,,1.0,3.0972989737987517,5.625,21.875,False,9583492096.0,4.0,AFT-MC-01,50.0
1658,,123716331092369309_micro_set0_CRS_v1,,1.0,,6.875,27.5,True,10272890368.0,4.0,AFT-MC-01,1.0
1659,,18308221759110970_micro_set0_BCT_v1,,1.0,2.986236310005188,4.375,26.875,False,9371298304.0,16.0,AFT-MC-01,50.0
1660,,41830727014384263_micro_set0_CRS_v1,,1.0,,6.875,27.5,False,470913536.0,32.0,AFT-MC-01,50.0
1661,,3229458362009649_micro_set1_ACT_40_v1,,1.0,3.28828125,7.5,27.5,False,974871040.0,32.0,AFT-MC-01,50.0
1662,,447926688301724609_micro_set1_PLT_NET_v1,,1.0,3.134765625,2.5,20.0,False,178018304.0,8.0,AFT-MC-01,50.0
1663,,2674945029430951_micro_set1_APL_v1,,1.0,3.09736328125,5.625,21.875,False,10293460480.0,4.0,AFT-MC-01,50.0
1664,,78781058459112705_micro_set0_PLK_v1,,1.0,3.281640625,3.125,21.875,False,10342911488.0,32.0,AFT-MC-01,50.0
1665,,34637385735296792_micro_set1_TEX_DTD_v1,,1.0,3.052866744995117,4.375,18.75,False,5362743808.0,32.0,AFT-MC-01,50.0
1666,,57764969340374731_micro_set2_PRT_v1,,1.0,3.180859375,4.375,24.375,False,10349471744.0,16.0,AFT-MC-01,50.0
1667,,358491257192526931_micro_set0_BRD_v1,,1.0,3.1357666015625,4.375,26.25,False,1738658304.0,2.0,AFT-MC-01,50.0
1668,,81963326330799894_micro_set2_MD_6_v1,,1.0,3.685750585794449,5.625,28.125,False,247355904.0,2.0,AFT-MC-01,50.0
1669,,11053974974908328_micro_set1_MD_5_BIS_v1,,1.0,3.1402765274047852,6.25,20.0,False,207733248.0,32.0,AFT-MC-01,50.0
1670,,94483166617989469_micro_set1_ACT_40_v1,,1.0,3.4594482421875,1.875,16.875,False,3085627904.0,2.0,AFT-MC-01,50.0
1671,,28126596676629257_micro_set1_MED_LF_v1,,1.0,2.99541015625,3.75,23.125,False,10377303552.0,8.0,AFT-MC-01,50.0
1672,,7426672043172633_micro_set1_APL_v1,,1.0,3.0974365234375,5.625,21.875,False,10350644736.0,2.0,AFT-MC-01,50.0
1673,,117043078290523981_micro_set2_RSD_v1,,1.0,3.1720703125,4.375,31.875,False,6818963456.0,16.0,AFT-MC-01,50.0
1674,,22196014527627893_micro_set0_RESISC_v1,,1.0,3.0484375,6.25,24.375,False,6492274688.0,64.0,AFT-MC-01,50.0
1675,,182559218474993929_micro_set2_INS_v1,,1.0,3.0603515625,3.125,20.0,False,5888924672.0,16.0,AFT-MC-01,50.0
1676,,350508702946654163_micro_set0_RESISC_v1,,1.0,3.391796875,5.0,30.0,False,8881492480.0,64.0,AFT-MC-01,50.0
1677,,96005617858919407_micro_set0_CRS_v1,,1.0,3.0345703125,10.625,21.875,False,9902612992.0,4.0,AFT-MC-01,50.0
1678,,79892411706704160_micro_set1_DOG_v1,,1.0,1871978.9243421052,5.2631578947368425,23.026315789473685,False,604001280.0,2.0,AFT-MC-01,50.0
1679,,9914645549380173_micro_set0_MD_MIX_v1,,1.0,3.174609375,6.875,30.0,False,9766573568.0,32.0,AFT-MC-01,50.0
1680,,10883977414643188_micro_set1_PLT_NET_v1,,1.0,14872.485546875,4.375,23.125,False,1126476800.0,64.0,AFT-MC-01,50.0
1681,,49028507413442162_micro_set0_TEX_v1,,1.0,3.2878519535064696,4.375,18.75,False,7247007744.0,32.0,AFT-MC-01,50.0
1682,,6408191585507820_micro_set0_BCT_v1,,1.0,3.586751675605774,1.25,24.375,False,940977152.0,16.0,AFT-MC-01,50.0
1683,,51052907209769590_micro_set0_SPT_v1,,1.0,2.997716671228409,3.125,23.125,False,10367673856.0,4.0,AFT-MC-01,50.0
1684,,59503171196096897_micro_set1_RSICB_v1,,1.0,3.6701171875,6.25,25.625,False,397928448.0,8.0,AFT-MC-01,50.0
1685,,154811896651743418_micro_set0_FLW_v1,,1.0,13615.3296875,3.75,20.625,False,1224203264.0,64.0,AFT-MC-01,50.0
1686,,248359097957365861_micro_set2_TEX_ALOT_v1,,1.0,3.0744140625,3.75,25.625,False,6881833984.0,16.0,AFT-MC-01,50.0
1687,,181557045976343061_micro_set0_BCT_v1,,1.0,3.422216796875,6.875,29.375,False,163270144.0,4.0,AFT-MC-01,50.0
1688,,3176128899996256_micro_set2_ACT_410_v1,,1.0,3.0057032108306885,5.625,25.0,False,1229830144.0,64.0,AFT-MC-01,50.0
1689,,20183818358814076_micro_set0_BCT_v1,,1.0,3.686129093170166,1.875,21.25,False,10428118016.0,16.0,AFT-MC-01,50.0
1690,,32955973147561253_micro_set0_FLW_v1,,1.0,3.196484375,0.0,17.5,False,1580564992.0,8.0,AFT-MC-01,50.0
1691,,15712126029760577_micro_set0_PLT_VIL_v1,,1.0,3.36552734375,1.25,26.25,False,10455689728.0,4.0,AFT-MC-01,50.0
1692,,78788695825634540_micro_set2_TEX_ALOT_v1,,1.0,3.477158260345459,5.0,31.875,False,7675543040.0,128.0,AFT-MC-01,50.0
1693,,369752397011849347_micro_set1_RSICB_v1,,1.0,3.1759765625,4.375,25.0,False,84984320.0,16.0,AFT-MC-01,50.0
1694,,9044023870570730_micro_set1_DOG_v1,,1.0,4.206969198427703,0.6578947368421053,24.342105263157894,False,10423672320.0,16.0,AFT-MC-01,50.0
1695,,402029176808924315_micro_set1_INS_2_v1,,1.0,2.9974609375,5.0,32.5,False,10208665088.0,4.0,AFT-MC-01,50.0
1696,,80719016801580711_micro_set1_MED_LF_v1,,1.0,3.28359375,3.125,25.0,False,1336789504.0,32.0,AFT-MC-01,50.0
1697,,378208248170341982_micro_set2_ACT_410_v1,,1.0,3.305303955078125,3.75,24.375,False,10243045888.0,64.0,AFT-MC-01,50.0
1698,,72982175555545452_micro_set1_DOG_v1,,1.0,4.206969210976048,0.6578947368421053,24.342105263157894,False,648700416.0,2.0,AFT-MC-01,50.0
1699,,76784641440746891_micro_set0_RESISC_v1,,1.0,3.0481689453125,6.25,24.375,False,10328312832.0,2.0,AFT-MC-01,50.0
1700,,2632383878679747_micro_set1_PNU_v1,,1.0,3.001027960526316,8.552631629140754,25.657895138389186,False,373690880.0,32.0,AFT-MC-01,50.0
1701,,2130864457921125_micro_set1_RSICB_v1,,1.0,2.978515625,8.75,24.375,False,4321729024.0,256.0,AFT-MC-01,50.0
1702,,50024373688856785_micro_set0_PLT_VIL_v1,,1.0,3.037109375,2.5,21.25,False,7787208704.0,32.0,AFT-MC-01,50.0
1703,,112658995792839476_micro_set2_AWA_v1,,1.0,3.207173007726669,4.375,25.0,False,1243716096.0,4.0,AFT-MC-01,50.0
1704,,78513601311191788_micro_set2_AWA_v1,,1.0,3.003733587265015,7.5,23.75,False,10326601216.0,32.0,AFT-MC-01,50.0
1705,,95490635436537273_micro_set2_BTS_v1,,1.0,3.5109375,2.5,19.375,False,4531824640.0,32.0,AFT-MC-01,50.0
1706,,70029814096928713_micro_set2_FNG_v1,,1.0,3.219921875,4.375,28.125,False,9997441536.0,64.0,AFT-MC-01,50.0
1707,,73649790833406777_micro_set0_PLK_v1,,1.0,3.0921875,3.125,19.375,False,3979196416.0,32.0,AFT-MC-01,50.0
1708,,48108522795119079_micro_set0_TEX_v1,,1.0,,5.0,21.25,True,9812620800.0,8.0,AFT-MC-01,1.0
1709,,19699295794660874_micro_set2_RSD_v1,,1.0,3.0034716606140135,1.875,21.875,False,5134349824.0,4.0,AFT-MC-01,50.0
1710,,6225925391521215_micro_set1_PNU_v1,,1.0,3.8443667763157894,1.9736842105263157,22.36842125340512,False,10150786048.0,64.0,AFT-MC-01,50.0
1711,,9790362284526906_micro_set1_MD_5_BIS_v1,,1.0,3.7599027872085573,6.875,25.625,False,4634744832.0,16.0,AFT-MC-01,50.0
1712,,9893408302018785_micro_set1_DOG_v1,,1.0,3.1959292763157894,3.9473684210526314,19.736842105263158,False,1709825536.0,4.0,AFT-MC-01,50.0
1713,,310111041279898293_micro_set2_BTS_v1,,1.0,3.169140625,8.125,28.125,False,9467148288.0,128.0,AFT-MC-01,50.0
1714,,482554035342574293_micro_set0_SPT_v1,,1.0,3.190234375,5.0,30.625,False,442383872.0,4.0,AFT-MC-01,50.0
1715,,1326924280456496_micro_set0_PLK_v1,,1.0,3.1309839248657227,3.75,33.75,False,6799797248.0,32.0,AFT-MC-01,50.0
1716,,70888645095327929_micro_set2_RSD_v1,,1.0,3.766015625,6.25,20.0,False,10472693760.0,8.0,AFT-MC-01,50.0
1717,,75152715443301559_micro_set2_MD_6_v1,,1.0,3.1171875,4.375,22.5,False,2046679552.0,128.0,AFT-MC-01,50.0
1718,,1860803172781859_micro_set0_PLT_VIL_v1,,1.0,3.75546875,5.0,24.375,False,10372142080.0,16.0,AFT-MC-01,50.0
1719,,51952486366053253_micro_set1_MED_LF_v1,,1.0,3.64892578125,5.0,19.375,False,275596288.0,2.0,AFT-MC-01,50.0
1720,,31339097577158192_micro_set0_TEX_v1,,1.0,3.051594638824463,2.5,25.625,False,10339290624.0,4.0,AFT-MC-01,50.0
1721,,39556276855400226_micro_set2_ACT_410_v1,,1.0,3.0814120769500732,1.25,21.25,False,7508535296.0,64.0,AFT-MC-01,50.0
1722,,384055482529690399_micro_set0_MD_MIX_v1,,1.0,3.140185546875,4.375,22.5,False,98626560.0,2.0,AFT-MC-01,50.0
1723,,89035617366655029_micro_set0_CRS_v1,,1.0,3.160546875,1.875,16.875,False,3979201024.0,32.0,AFT-MC-01,50.0
